Wikipedia:Article titles	Content	(?:\bW(?:P:(?:N(?:A(?:M(?:INGCRITERIA|ECHANGES)|TURAL(?:NES|DI)S)|POV(?:TITL|NAM)E|DESC|OUN)|T(?:ITLE(?:(?:SPECIALCHARACTER|CHANGE)S|FORMAT|VAR|TM)?|RANSLITERATE|SC)|D(?:E(?:SCRIPDIS|FINITE)|IFF(?:PUNCT|CAPS))|P(?:OV(?:TITL|NAM)E|RECIS(?:ION|E)|ARENDIS)|C(?:O(?:MM(?:ONNAME|ADIS)|NCISE)|RITERIA)|(?:ITALICTITL|LOWERCAS)E|A(?:T(?:D(?:AB|IS))?|ND)|S(?:MALLDETAILS|INGULAR)|RECOGNIZABILITY|OTHERNAMES|U(?:CRN|E)|QUALIFIER|MOSAT)|ikipedia:Article titles)\b)
Wikipedia:Biographies of living persons	Content	(?:\bW(?:P:(?:B(?:LP(?:S(?:E(?:LF(?:PUB)?|EALSO)|OURCES?|TYLE|PS)|R(?:E(?:QUEST(?:RESTOR|DELET)|MOV)E|S)|C(?:O(?:MPLAINT?|I)|RIME|AT)|(?:NAM(?:EABUS)?|BALANC|1)E|P(?:RI(?:MAR|VAC)Y|UBLIC)|D(?:EL(?:ETE)?|S)|G(?:OSSI|ROU)P|KIND(?:NESS)?|E(?:DIT|L)|ADMINS|TALK|FR)?|IOSELF|DP)|(?:L(?:PNAM|IV)|PUBLICFIGUR|GRAPEVIN)E|N(?:OTPUBLICFIGURE|PF)|AVOIDVICTIM|WELLKNOWN|SUSPECT|DOB|MUG)|ikipedia:Biographies of living persons)\b)
Wikipedia:Image use policy	Content	(?:\bW(?:P:(?:I(?:UP(?:#(?:(?:COPYRIGH|FORMA)T|ANIM|NAME|RI)|C)?|M(?:AGE(?:SIZE|POL)|GSIZE)|QUEUE|G)|(?:(?:THUMB|FILE)SIZ|MONTAG)E|WATERMARK|GALLERY)|ikipedia:Image use policy)\b)
Wikipedia:Neutral point of view	Content	(?:\bW(?:P:(?:(?:S(?:UB(?:STANTIAT|JECTIV)|TRUCTUR)|FALSEBALANC|(?:UN)?DU)E|N(?:P(?:OV(?:(?:VIE|HO)W|FACT)?|V)|EUTRAL)|A(?:(?:CHIEVE N|TTRIBUTE)POV|ESTHETIC)|P(?:OV(?:NAMING)?|ROPORTION|SCI)|B(?:ALA(?:NCED?|SP)|ESTSOURCES)|W(?:IKIVOICE|EIGHT)|(?:IMPARTI|GEV)AL|(?:YES|RN)POV|TINFOILHAT|VALID|MNA)|ikipedia:Neutral point of view)\b)
Wikipedia:No original research	Content	(?:\bW(?:P:(?:S(?:YN(?:TH(?:ESIS)?)?|TICKTOSOURCE|ECONDARY)|T(?:RANSCRIPTION|ERTIARY)|O(?:R(?:IGINAL)?|I)|P(?:RIMARY|STS)|(?:VERIFY|N)OR|AEIS|CALC)|ikipedia:No original research)\b)
Wikipedia:Verifiability	Content	(?:\bW(?:P:(?:S(?:O(?:URCE(?:(?:ACCES)?S)?|CIALMEDIA)|ELFPUB(?:LISH)?|PS)|N(?:O(?:TR(?:ELIABLE|S)|N?ENG)|EWSBLOG)|R(?:E(?:D(?:FLAG|DIT)|FLOOP)|SUE)|EX(?:TRAORDINARY|CEPTIONAL)|P(?:AY(?:SITE|WALL)|ROVEIT)|C(?:IRC(?:ULAR)?|HALLENGE)|V(?:ER(?:IFY)?|NOTSUFF)?|FAILEDVERIFICATION|U(?:NSOURCED|GS)|B(?:URDEN|LOGS)|YTCOPYRIGHT|(?:ONU|Q)S|ABOUTSELF|TWITTER)|ikipedia:Verifiability)\b)
Wikipedia:What Wikipedia is not	Content	(?:\bW(?:P:(?:NO(?:T(?:C(?:O(?:MPULSORY|OKBOOK|URT)|A(?:TALOG(?:UE)?|SE)|RYSTA(?:LBAL)?L|HANGELOG|LICKBAIT|ENSORED|V)|S(?:T(?:AT(?:S(?:BOOK)?|UTE)|ORAGE|UPID)|O(?:CIAL(?:NETWORK|MEDIA)?|APBOX)|PECULATION|CANDAL)|B(?:UR(?:EAU(?:CRACY)?|O)|ATTLE(?:GROUND)?|IBLIOGRAPHY|ROCHURE|LOG)|P(?:R(?:O(?:MO(?:TION)?|PAGANDA)|ESSRELEASE)|L(?:OT|UG)|APERS?)|D(?:I(?:R(?:ECTORY)?|ARY)|EM(?:OCRACY)?|ATINGSERVICE)|R(?:E(?:(?:CIP|SUM)E|POSITORY|QUIRED)|ADIOGUIDE|UMOR)|A(?:D(?:V(?:ERTISING|OCACY|ICE)|IARY)|NARCHY)|F(?:A(?:CTIONS|NSITE|Q)|REESPEECH|UTURE|ORUM)|G(?:A(?:MEHOST|LLERY)|ENEALOGY|OSSIP|UIDE)|W(?:H(?:OSWHO|ITE)|EBHOST|IKIA)|L(?:INK(?:FARM)?|A[BW]|YRICS)|M(?:(?:EMORI|ANU)AL|IRROR)|T(?:EXTBOOK|VGUIDE|RAVEL)|#DIC(?:T(?:IONARY)?|DEF)|E(?:VERYTHING|SSAY)|O(?:BITUARY|PINION)|J(?:OURNAL|ARGON)|HO(?:STING|WTO)|(?:IMAG|QUOT)E|NEWS(?:PAPER)?|YELLOW)?|SALESMEN)|C(?:(?:RYSTA(?:LBAL)?|BAL)L|H(?:OICE|AOS)|ENSOR(?:ED)?|OMPULSORY)|P(?:R(?:O(?:MO(?:TION)?|PAGANDA)|ESSRELEASE)|L(?:OT|UG)|APER)|B(?:A(?:TTLE(?:GROUND)?|DIDEA|LL)|UR(?:EAU|O))|R(?:E(?:LEASENOTES|QUIRED)|AWDATA|UMOUR)|I(?:N(?:DISCRIMINATE|KLESS)|INFO)|S(?:OAP(?:BOX)?|PECULATION)|D(?:EM(?:OCRACY)?|IARY)|F(?:ACTIONS|UTURE|ORUM)|WH(?:ATISTOBEDONE|IM)|G(?:AMEGUID|RUDG)E|YELLOW(?:PAGES)?|UNCENSORED|LINKFARM|!)|ikipedia:What Wikipedia is not)\b)
Wikipedia:Wikipedia is not a dictionary	Content	(?:\bW(?:P:(?:(?:WORDISSUBJEC|POINTWIK)T|N(?:OT(?:DIC|NEO)|AD|EO)|ISA(?:TERM|WORD)FOR|DICDEF)|ikipedia:Wikipedia is not a dictionary)\b)
Wikipedia:Civility	Conduct	(?:\bW(?:P:(?:I(?:DENTIFYUNCIVIL|UC)|R(?:EMOVEUNCIVIL|UC)|ESDO(?:NT)?S|CIV(?:IL)?|UNCIVIL)|ikipedia:Civility)\b)
Wikipedia:Clean start	Conduct	(?:\bW(?:P:(?:CLEAN|FRESH|NEW)START|ikipedia:Clean start)\b)
Wikipedia:Consensus	Conduct	(?:\bW(?:P:(?:C(?:ON(?:A(?:CHIEVE|DMIN)|L(?:IMITED|EVEL)|EXCEPT|S)?|CC)|(?:(?:IMPLIC|ED)IT|LOCAL)CONSENSUS|(?:TALKDONTREVER|OTHERPAREN)T|(?:ADMIN|FORUM)SHOP|NOCON(?:SENSUS)?)|ikipedia:Consensus)\b)
Wikipedia:Dispute resolution	Conduct	(?:\bW(?:P:(?:D(?:IS(?:ENGAG|PUT)E|R(?:#RfCs)?)|CON(?:DUC|TEN)TDISPUTE|SEEKHELP|FOC)|ikipedia:Dispute resolution)\b)
Wikipedia:Edit warring	Conduct	(?:\bW(?:P:(?:(?:(?:AVOIDEDIT)?WA|(?:[014]|NOT3)R)R|3RR(?:BLP|NO)?|E(?:DITWAR|W))|ikipedia:Edit warring)\b)
Wikipedia:Editing policy	Conduct	(?:\bW(?:P:(?:E(?:DIT(?:ING)?|P(?:TALK)?)|(?:UNRESPONSIV|HANDL)E|P(?:ERFECTION|RESERVE)|CA(?:UTIOUS|NTFIX)|W(?:ONTWORK|PEDIT)|(?:NOT|IM)PERFECT|FIXTHEPROBLEM|DON)|ikipedia:Editing policy)\b)
Wikipedia:Harassment	Conduct	(?:\bW(?:P:(?:H(?:A(?:R(?:ASS)?|#NOT)?|OUND(?:ING)?|USH|NE)|P(?:OSTEMAIL|RIVACY)|(?:EMAILPOS|NPL)T|WIKIHOUND(?:ING)?|O(?:UTING|WH)|D(?:OX|WH)|FOLLOWING|AOHA)|ikipedia:Harassment)\b)
Wikipedia:No personal attacks	Conduct	(?:\bW(?:P:(?:P(?:ERSONAL(?:ATTACKS)?|A)|NPA(?:#WHATIS)?|(?:WIA|R)PA|AVOIDYOU)|ikipedia:No personal attacks)\b)
Wikipedia:Ownership of content	Conduct	(?:\bW(?:P:(?:O(?:WN(?:ER(?:SHIP)?|BEHAVIOR)?|AS)|S(?:TEWARDSHIP|HEPHERD))|ikipedia:Ownership of content)\b)
Wikipedia:Sock puppetry	Conduct	(?:\bW(?:P:(?:S(?:OCK(?:#NOTIFY|LEGIT)?|TRAWSOCK|CRUTINY|HARE|PCU)|(?:MEA(?:TPUPPE)?|VALIDAL|ILLEGI)T|A(?:DMINSOCK|LTACCN)|LO(?:UTSOCK|GOUT)|RO(?:OMMAT|L)E|H(?:SOCK|AND)|D(?:OPP|G)|COWORKER|BADSOCK|FAMILY|EWLO|GHBH)|ikipedia:Sock puppetry)\b)
Wikipedia:Username policy	Conduct	(?:\bW(?:P:(?:(?:(?:DISRUPT|ATTACK|PROMO|CORP|REAL|ORG)NAM|B(?:LPABUS|ADNAM)|LATINPLEAS)E|U(?:SE(?:MODDOMAIN|RNAME)|NC(?:ONF)?|POL)|M(?:ULTI(?:ACCOUNT|PLE)|ISLEADNAME)|I(?:MPERSONAT(?:OR|E)|S?U)|NO(?:SHARING|NLATIN|EMOJI)|S(?:HAREDACCOUNT|PAMNAME))|ikipedia:Username policy)\b)
Wikipedia:Vandalism	Conduct	(?:\bW(?:P:(?:NO(?:TV(?:AND(?:ALISM)?)?|RESVAND)|V(?:AND(?:TYPES|NOT|AL)?|D)|S(?:POTVAN|NEAKY)|W(?:ARNVAND|HOIS)|MOVEVANDAL|TRACEIP|HTSV|RVAN)|ikipedia:Vandalism)\b)
Wikipedia:Attack page	Deletion	(?:\bW(?:P:(?:AT(?:TACK|P)|NEGATIVESPIN)|ikipedia:Attack page)\b)
Wikipedia:Criteria for speedy deletion	Deletion	(?:\bW(?:P:(?:G(?:[23456789]|1[01234]?|CSD)|F(?:[23456789]|1[01]|CSD)|A(?:[23579]|1[01]?|CSD)|C(?:SD(?:#F1)?|CSD|1)|U(?:[1235]|CSD)|R(?:[234]|CSD)|P(?:[12]|CSD)|T(?:[23]|CSD)|(?:NOT|O)CSD|X(?:CSD|2)|SPEEDY)|ikipedia:Criteria for speedy deletion)\b)
Wikipedia:Deletion policy	Deletion	(?:\bW(?:P:(?:D(?:EL(?:#(?:PROCESSES|CONTENT|REASON)|-(?:PROCESSES|CONTENT|REASON)|AFD|ETE)?|P(?:AFD)?)|ATD(?:-(?:[EIMR]|T(?:RANS)?))?|BIODEL(?:ETE)?|PERMADEL|CBLANK|UDP)|ikipedia:Deletion policy)\b)
Wikipedia:Oversight	Deletion	(?:\bW(?:P:(?:O(?:S(?:POL)?|VER)|SUPPRESS)|ikipedia:Oversight)\b)
Wikipedia:Proposed deletion	Deletion	(?:\bW(?:P:(?:(?:CONTESTE|DEPRO|SECON)D|PR(?:OD(?:NOM)?|D))|ikipedia:Proposed deletion)\b)
Wikipedia:Proposed deletion (books)	Deletion	(?:\bW(?:ikipedia:Proposed deletion (books)|P:B(?:OOK)?PROD)\b)
Wikipedia:Proposed deletion of biographies of living people	Deletion	(?:\bW(?:ikipedia:Proposed deletion of biographies of living people|P:(?:BLPPROD|STICKY))\b)
Wikipedia:Revision deletion	Deletion	(?:\bW(?:P:(?:R(?:EVDEL(?:REQUEST)?|VDL)|CF?RD)|ikipedia:Revision deletion)\b)
Wikipedia:Administrators	Enforcement	(?:\bW(?:P:(?:A(?:DMIN(?:A(?:BUSE|CCT)|ISTRATORABUSE|COND)?|NYUSER)|IN(?:ACTIVITY|VOLVED)|MOP(?:RIGHTS|FIGHT)?|S(?:ECUREADMIN|YSOP)|(?:NOBIG)?DEAL|W(?:HEEL|W)|TOOLMISUSE|UNINVOLVED|RAAA|0WW)|ikipedia:Administrators)\b)
Wikipedia:Banning policy	Enforcement	(?:\bW(?:P:(?:B(?:AN(?:BLOCKDIFF|LENGTH|REVERT|POL|EX)?|LOCKBANDIFF|MB)|C(?:ONDUCTTOBANNED|BAN)|RE(?:CIDIVISM|VERTBAN)|T(?:HREESTRIKES|BAN)|P(?:ROXYING|BAN)|(?:[AIS]|UN)BAN|3(?:STRIKES|X))|ikipedia:Banning policy)\b)
Wikipedia:Blocking policy	Enforcement	(?:\bW(?:P:(?:B(?:LOCK(?:EV(?:IDENCE|ASION)|P(?:REVENTATIVE)?|NO(?:TPUNITIVE)?|DETERRENT|ME)?|E(?:FOREBLOCK(?:ING)?)?|P)|C(?:O(?:NDUNBLOCK|LLATERAL|OLDOWN)|UBL|DB)|(?:S(?:ELF|OFT)|HARD|WHY)BLOCK|E(?:VA(?:SION|DE)|XPLAINBLOCK)|N(?:EVERUNBLOCK|OPUNISH)|O(?:PTIONS|SBL)|INDEF|GB)|ikipedia:Blocking policy)\b)
Wikipedia:Page protection policy	Enforcement	(?:\bW(?:P:(?:P(?:R(?:E(?:EMPTIVE|FER)|OTECT)|P(?:INDEF|LIST|DRV)?|(?:URPLE|INK)LOCK|ERM-PRO|TPROT|CPP)|S(?:(?:KYBLUE|ILVER)LOCK|(?:UPERPROTEC|AL)T|EMI)|(?:G(?:REEN|OLD)|BL(?:ACK|UE)|ORANGE|RED)LOCK|T(?:URQUOISELOCK|PROT)|W(?:HITELOCK|MF-PRO)|UP(?:LOAD-P|P?ROT)|(?:MOV|EC)P|NO-PREEMPT|CASCADE|FULL)|ikipedia:Protection policy)\b)
Wikipedia:Child protection	Legal	(?:\bWikipedia:Child protection\b)
Wikipedia:Copyright violations	Legal	(?:\bW(?:ikipedia:Copyright violations|P:(?:CVTOOLS|DCV))\b)
Wikipedia:Copyrights	Legal	(?:\bW(?:P:(?:COPY(?:LINKS?|OTHERS)|LINKVIO)|ikipedia:Copyrights)\b)
Wikipedia:Libel	Legal	(?:\bWikipedia:Libel\b)
Wikipedia:No legal threats	Legal	(?:\bWikipedia:No legal threats\b)
Wikipedia:Non-discrimination	Legal	(?:\bWikipedia:Non-discrimination policy\b)
Wikipedia:Non-free content criteria	Legal	(?:\bW(?:ikipedia:Non-free content criteria|P:NFCC[EP])\b)
Wikipedia:Paid-contribution disclosure	Legal	(?:\bWikipedia:Paid-contribution disclosure\b)
Wikipedia:Reusing Wikipedia content	Legal	(?:\bWikipedia:Reusing Wikipedia content\b)
Wikipedia:Terms of use	Legal	(?:\bWikipedia:Terms of use\b)
Wikipedia:Arbitration Committee/CheckUser and Oversight	Procedural	(?:\bW(?:ikipedia:Arbitration Committee/CheckUser and Oversight|P:CUOS)\b)
Wikipedia:Arbitration/Policy	Procedural	(?:\bW(?:P:(?:A(?:RB(?:COND|POL)|P)|RECUSAL)|ikipedia:Arbitration/Policy)\b)
Wikipedia:Bot policy	Procedural	(?:\bW(?:P:(?:B(?:OT(?:(?:US(?:ERSPAC)?|REQUIR|ISSU)E|A(?:PP(?:ROV|E)AL|SSIST|CC)|(?:SCRIP|PCA)T|CO(?:NFIG|MM)|MULTIOP|BLOCK|FLAG|DEF)|AGREQ)|(?:CO(?:SMETIC|NTEXT)|INTERWIKI|EXEMPT|SPELL)BOT|M(?:ASSCREATION|EATBOT)|A(?:DMINBOTS?|SSISTED))|ikipedia:Bot policy)\b)
Wikipedia:CheckUser	Procedural	(?:\bW(?:P:(?:NOTFISHING|PIXIEDUST)|ikipedia:CheckUser)\b)
Wikipedia:Edit filter helper	Procedural	(?:\bWikipedia:Edit filter helper\b)
Wikipedia:Event coordinator	Procedural	(?:\bWikipedia:Event coordinator\b)
Wikipedia:File mover	Procedural	(?:\bW(?:P:F(?:ILEREDIRECT|M(?:V/W|NN))|ikipedia:File mover)\b)
Wikipedia:Global rights policy	Procedural	(?:\bW(?:ikipedia:(?:Global rights policy|OTRS members)|P:GLOBALBOTS)\b)
Wikipedia:Interface administrators	Procedural	(?:\bWikipedia:Interface administrators\b)
Wikipedia:IP block exemption	Procedural	(?:\bW(?:P:(?:IPE(?:XEMPTCONDITIONS|C(?:PROXY)?)|GIPBE)|ikipedia:IP block exemption)\b)
Wikipedia:New pages patrol/Reviewers	Procedural	(?:\bWikipedia:New pages patrol/Reviewers\b)
Wikipedia:Open proxies	Procedural	(?:\bWikipedia:Open proxies\b)
Wikipedia:Page mover	Procedural	(?:\bW(?:P:(?:PM(?:R[CR]|VRC)|ROBIN)|ikipedia:Page mover)\b)
Wikipedia:Policies and guidelines	Procedural	(?:\bW(?:P:(?:P(?:G(?:(?:CHANG|LIF)E|BOLD)|OL(?:ICIES|CON)|ROPOSAL)|(?:ENFORCEMEN|TALKFIRS|NOTPAR)T|HISTORICAL|GUIDES)|ikipedia:Policies and guidelines)\b)
Wikipedia:Template editor	Procedural	(?:\bW(?:ikipedia:Template editor|P:TPE(?:REVOKE|GRANT))\b)
Wikipedia:Volunteer response team	Procedural	(?:\bWikipedia:Volunteer Response Team\b)
Wikipedia:Wikimedia policy	Procedural	(?:\bWikipedia:Wikimedia policy\b)
Wikipedia:Ignore all rules	Miscellaneous	(?:\b(?:W(?:ikipedia:Ignore all rules|P:I(?:GNORE|AR))|w.wiki/i)\b)
Wikipedia:Password strength requirements	Miscellaneous	(?:\bW(?:ikipedia:Password strength requirements|P:(?:STRONGPASS|PSR))\b)
Wikipedia:Assume good faith	Behavioral	(?:\bW(?:P:(?:G(?:OODFAITH|F)|A(?:GFC?|OBF)|FAITH|DGF)|ikipedia:Assume good faith)\b)
Wikipedia:Conflict of interest	Behavioral	(?:\bW(?:P:(?:C(?:O(?:I(?:(?:A(?:TTRIBUT|DVIC)|RESPONS)E|C(?:O(?:PYRIGHT|IN)|AMPAIGN)|P(?:AYDISCLOSE|OLITICAL)| is not simply bias|DISCLOSEPAY|NOTBIAS|LEGAL|EDIT|SELF|TALK|BLP|U)?|(?:NFLIC|VER)T)|URATOR)|P(?:A(?:ID(?:ATTRIBUTE|COPYRIGHT)|Y(?:TALK)?)|OTENTIALCOI|E)|(?:A(?:PPARENT|CTUAL)|F)COI|(?:SELF(?:PROMO|CI)T|UP)E|NO(?:HIDDENADS|P(?:AY|R))|D(?:ISCLOSE|COI)|EXTERNALREL|Open a COIN|LUC)|ikipedia:Conflict of interest)\b)
Wikipedia:Disruptive editing	Behavioral	(?:\bW(?:P:(?:D(?:IS(?:RUPT(?:SIGNS)?)?|(?:AP|D)?E|ONTGETIT)|I(?:D(?:IDNTHEARTHA|H)T|CANTHEARYOU)|NOTGETTINGIT|RUNAWAY|CTDAPE|LISTEN|HUH?)|ikipedia:Disruptive editing)\b)
Wikipedia:Do not disrupt Wikipedia to illustrate a point	Behavioral	(?:\bW(?:ikipedia:Do not disrupt Wikipedia to illustrate a point|P:(?:NOTPOINTy|POINTy?))\b)
Wikipedia:Etiquette	Behavioral	(?:\bW(?:P:(?:AVOIDABUSE|E(?:TI)?Q|INDCRIT|DOOR|WQT?)|ikipedia:Etiquette)\b)
Wikipedia:Please do not bite the newcomers	Behavioral	(?:\bW(?:ikipedia:Please do not bite the newcomers|P:(?:N(?:EWBIES|OOB)|(?:BIT|IJM)E|DBN))\b)
Wikipedia:Signatures	Behavioral	(?:\bW(?:P:(?:S(?:IG(?:#(?:N(?:[LT]|o(?:Templates|n-Latin|CAT))|CustomSig|[DE]L)|L(?:EN(?:GTH)?|INK)|N(?:(?:ATU|HE)RE)?|FO(?:RGE|NT)|IMAGE|PROB|APP|HOW)?|ignature forgery)|(?:(?:[345]|FOUR)TILDE|NL)S|Appearance and color|CUSTOMSIG|UNSIGNED|TILDE|~)|ikipedia:Signatures)\b)
Wikipedia:Talk page guidelines	Behavioral	(?:\bW(?:P:(?:T(?:ALK(?:#(?:(?:C(?:OMMUNIC|RE)AT|OBJECTIV|US)E|(?:DISCUS|FACT)S|NOMETA)|C(?:ENT|OND)|N(?:EW|O)|O)?|P(?:G(?:#YES)?|OC?|YES|NO)|OPPOST)|(?:(?:BOTTOM|CROSS-)PO|EXHAU)ST|(?:ARCHIVENOTDELET|INTERSPERS)E|S(?:HOUT(?:ING)?|PEAKENGLISH)|REDACT(?:ED)?|OWNTALK|MULTI)|ikipedia:Talk page guidelines)\b)
Wikipedia:User pages	Behavioral	(?:\bW(?:P:(?:U(?:P(?:#(?:P(?:RO(?:TECT|MO)|OLEMIC)|DEL(?:TALK|ETE)|NOT(?:SUITED)?|C(?:OPIES|MT)|G(?:AME|OAL)S|OWN|SUB)|GOOD|NOT|YES)?|SER(?:(?:SUB)?PAGE|TALKBLOG|BIO)?|OWN)|S(?:TALE(?:DRAFT)?|MI)|(?:FAKEARTICL|ORANG)E|N(?:EWMESSAGE|OBAN)|CREATEUSER#SUB|BLANKING|DELTALK|POLEMIC|REMOVED)|ikipedia:User pages)\b)
Wikipedia:Appealing a block	Behavioral	(?:\bW(?:P:(?:A(?:P(?:PEAL|B)|AB)|UNBLOCK)|ikipedia:Appealing a block)\b)
Wikipedia:Canvassing	Behavioral	(?:\bW(?:P:(?:VOTESTACK(?:ING)?|CAN(?:VAS)?|APPNOTE|STEALTH)|ikipedia:Canvassing)\b)
Wikipedia:Changing username	Behavioral	(?:\bW(?:ikipedia:Changing username/Guidelines|P:CHUG)\b)
Wikipedia:Courtesy vanishing	Behavioral	(?:\bW(?:P:(?:VANISH(?:ED )?|CV(?:AN|UT)|LEAVE|RTV)|ikipedia:Courtesy vanishing)\b)
Wikipedia:Deceased Wikipedians guidelines	Behavioral	(?:\bW(?:ikipedia:Deceased Wikipedians/Guidelines|P:DWG)\b)
Wikipedia:Gaming the system	Behavioral	(?:\bW(?:P:(?:S(?:ANCTIONGAM(?:ING|E)|PURIOUSPROTECT|TONEWALL)|GA(?:M(?:(?:ETYP)?E|ING)|SLIGHT(?:ING)?)|F(?:ORCEDINTERPRET|ILIBUSTER)|ONEHANDGIVES|PLAYPOLICY)|ikipedia:Gaming the system)\b)
Wikipedia:Linking to external harassment	Behavioral	(?:\bW(?:ikipedia:Linking to external harassment|P:LINKLOVE)\b)
Wikipedia:Responding to threats of harm	Behavioral	(?:\bW(?:P:(?:(?:VIOLENC|SUICID)E|EMERGENCY|URGENT|911 )|ikipedia:Responding to threats of harm)\b)
Wikipedia:Reviewing pending changes	Behavioral	(?:\bW(?:ikipedia:Reviewing pending changes|P:RPC)\b)
Wikipedia:Rollback	Behavioral	(?:\bW(?:P:R(?:OLL(?:BACK(?:USE)?)?|BK)|ikipedia:Rollback)\b)
Wikipedia:Spam blacklist	Behavioral	(?:\bW(?:ikipedia:Spam blacklist|P:(?:BLACKLIST|SPB))\b)
Wikipedia:Autobiography	Content guide	(?:\bW(?:P:(?:A(?:UTO(?:#IFEXIST|BIOG?|PROB)?|B)|YOURSELF)|ikipedia:Autobiography)\b)
Wikipedia:Citing sources	Content guide	(?:\bW(?:P:(?:I(?:N(?:LINEC(?:ITE(?:CLUTTER)?|LUTTER)|TE(?:GRITY|XT)|DICATEAVAIL|CITE)|LCLUTTER|BID)|C(?:ITE(?:(?:BUNDL|TYP)E|S(?:HORT|TYLE)|CONSENSUS|FOOT|HOW|VAR|WEB)?|S)|S(?:AYWHERE(?:YOU(?:READ|GOT)IT)?|OURCELINKS|WY[GR]T|FN)|(?:WH(?:EN(?:NOTCIT|INROM)|YCIT)|(?:HOW|NO)CIT)E|B(?:OOKLINKS|UNDLING|LPCITE)|D(?:UPCITES|EADREF)|PAGE(?:LINKS|NUM)|G(?:BOOKS|ENREF)|ASL|REF)|ikipedia:Citing sources)\b)
Wikipedia:Content forking	Content guide	(?:\bW(?:P:(?:C(?:ONTENTFORK(?:ING)?|FORK)|RE(?:DUNDANTFORK|LART?)|POV(?:SPLIT|FORK)|S(?:PINOFF|UBPOV))|ikipedia:Content forking)\b)
Wikipedia:External links	Content guide	(?:\bW(?:P:(?:E(?:L(?:M(?:IN(?:OFFICIAL)?|AYBE)|B(?:URDEN|LP)|PO(?:INTS|V)|D(?:EAD|UP)|N(?:EVER|O)|R(?:EG|C)|T(?:EMP)?|OFFICIAL|#ADV|CITE|LIST|YES|WD)?|XT)|(?:COPYVIO|NONENG)EL|Y(?:OUTUBE|T)|LINKSTOAVOID|RICHMEDIA|ADV)|ikipedia:External links)\b)
Wikipedia:Fringe theories	Content guide	(?:\bW(?:P:(?:F(?:R(?:IN(?:GE(?:LEVEL|/PS|BLP)?|D)|NG)|DESC)|(?:EVAL|BLP|N)FRINGE|P(?:ROFRINGE|ARITY)|ONEWAY|DESCF|ITA)|ikipedia:Fringe theories)\b)
Wikipedia:Images	Content guide	(?:\bW(?:P:(?:PICTURES?|IMAGES?)|ikipedia:Images)\b)
Wikipedia:No disclaimers in articles	Content guide	(?:\bW(?:P:(?:N(?:ODISCLAIMERS|D[AT])|DISCLAIM)|ikipedia:No disclaimers in articles)\b)
Wikipedia:Non-free content	Content guide	(?:\bW(?:P:(?:N(?:F(?:C(?:[IP]|#(?:UU(?:LP|I)|CS)|C(?:EG?|P))?|LISTS|TABLE|EXMP|G)|ONFREE)|I(?:mage resolution|MAGERES)|F(?:AIRUSE |REER)?|TOP100|GETTY)|ikipedia:Non-free content)\b)
Wikipedia:Plagiarism	Content guide	(?:\bW(?:P:(?:(?:FREECOPYIN|NONENGPLA)G|PLAG(?:FORMS?|IARISM)?)|ikipedia:Plagiarism)\b)
Wikipedia:Reliable sources	Content guide	(?:\bW(?:P:(?:R(?:S(?:/(?:[AM]C|SPS)|BREAKING|CONTEXT|OPINION|PRIMARY| AGE|SELF)?|EL(?:IAB(?:ILITY|LE)|Y))|S(?:CHOLARSHIP|OURCETYPES|ELFSOURCE|PONSORED)|U(?:SE(?:RG(?:ENERATED)?|BYOTHERS)|BO|GC)|(?:CONTEXTMATTE|WPNOT)RS|A(?:GE MATTERS|FFILIATE)|P(?:UBLISHED|ARTISAN)|QUESTION(?:ABLE|ED)|BIASED(?:SOURCES)?|NEWSORG)|ikipedia:Reliable sources)\b)
